ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
ROSA868,https://answers.ros.org/question/62350/best-desktop-computer-option-for-ros/,ROSAnswers,Best desktop computer option for ROS,"ion for Gazebo and rviz.Gazebo requires more power than rviz, for this reason I would ask this ",0,0,2,0,0,,
ROSA869,https://answers.ros.org/question/61672/ar_pose-rotate-transform-without-image-rotation/,ROSAnswers,ar_pose rotate transform without image rotation,"a image (in your camera window). I think the green axis must point downwards. after that, check",0,0,0,0,1,,
ROSA870,https://answers.ros.org/question/62645/no-camerainfo-received-using-rviz/,ROSAnswers,No CameraInfo received using Rviz,t streaming data.  Make sure it's breaker is powered on and the kinect.launch does not have any,0,0,2,0,0,,
ROSA871,https://answers.ros.org/question/61708/depth-camera/,ROSAnswers,Depth Camera [closed],ive).The Kinect is larger and needs external power. The Xtion Pro Live operates on USB alone.On,0,0,1,0,0,,
ROSA872,https://answers.ros.org/question/61714/changing-smach-states-on-a-service-request/,ROSAnswers,Changing SMACH states on a service request,"an exogenous event interface could be really powerful, in addition to the current endogenous ou",0,0,1,0,0,,
ROSA873,https://answers.ros.org/question/64292/rostopic-echo-to-webpage/,ROSAnswers,rostopic echo to webpage,e output from rostopic echo (for example the battery level) to a webpage?  You can look at  for t,2,0,0,0,0,,
ROSA874,https://answers.ros.org/question/64142/small-cheap-off-the-shelf-robot-integrated-with-ros/,ROSAnswers,"Small, cheap, off-the-shelf robot integrated with ROS?",")You also may be able to just get an Arduino powered platform with the zigbee, especially if yo",0,0,1,0,0,,
ROSA875,https://answers.ros.org/question/65437/workstation-as-master-turtlebot/,ROSAnswers,Workstation as Master [Turtlebot],onnected?)]. Please check that the Create is powered on and that the connector is plugged into,1,0,4,0,0,,
ROSA876,https://answers.ros.org/question/65550/best-tablet-to-run-ros/,ROSAnswers,Best tablet to run ROS,ment has pretty good multitouch support. The power draw is of course going to be more than an A,0,0,1,0,0,,
ROSA877,https://answers.ros.org/question/39600/microstrain-3dm-gx3-45-with-imu_drivers/,ROSAnswers,Microstrain 3DM-GX3-45 with imu_drivers,uld mean that the communication cable and/or power is disconnected/broken/mis-wired/etc. A numb,0,0,1,0,0,,
ROSA878,https://answers.ros.org/question/66060/machine-learning-and-ros/,ROSAnswers,Machine Learning and ROS," OpenCV or Matlab with ROS. OpenCV is not so powerful in comparison wit Matlab, but you can fin",0,0,1,0,0,,
ROSA879,https://answers.ros.org/question/63763/how-to-realize-image-processing-with-ros-and-opencv/,ROSAnswers,How to realize image processing with ROS and opencv,"to process images with ROS and opencv.
I'm a green hand on this field. But as for myself, I use",0,0,0,0,1,,
ROSA880,https://answers.ros.org/question/11185/cant-access-turtlebot-through-ttyusb0/,ROSAnswers,Can't access turtlebot through ttyUSB0,"about the robot in turtlebot_dashboard, like battery and sensors status, but is possible to see n",3,0,0,0,1,,
ROSA881,https://answers.ros.org/question/46790/failed-to-open-port-devttyusb0/,ROSAnswers,Failed to open port /dev/ttyUSB0,CI port. No Data ] Please check if create is powered on and the connector is plugged into into,0,0,1,0,0,,
ROSA882,https://answers.ros.org/question/12105/can-i-access-the-absolute-or-parent-namespace-of-a-node-from-within-a-launch-file/,ROSAnswers,Can I access the absolute or parent namespace of a node from within a launch file?,reuse and topic remapping could be much more powerful than they are.If you are convinced you ne,0,0,1,0,0,,
ROSA883,https://answers.ros.org/question/62834/kinect-extrinsic-calibration-between-depth-and-built-in-cameras/,ROSAnswers,Kinect extrinsic calibration (between depth and built-in cameras),"sboard in both images, both bars become full green but no optimization starts...hence no extrin",0,0,0,0,1,,
ROSA884,https://answers.ros.org/question/31735/how-to-use-multiple-kinects-on-the-same-usb-20-bus/,ROSAnswers,How to use multiple kinects on the same USB 2.0 bus,not USB ports it actual circuits. I've tried powered USB hubs to see if that helps but it's the,0,0,1,0,0,,
ROSA885,https://answers.ros.org/question/71947/where-to-start-programming-with-kinect-or-asus-xtion-pro-in-ros/,ROSAnswers,Where to start programming with Kinect or Asus Xtion Pro in ROS?,"e.What would you suggest me to try?1) PCL is powerful blah, but I am very confused when it come",0,0,2,0,0,,
ROSA886,https://answers.ros.org/question/58053/rosserial-and-arduino-due/,ROSAnswers,Rosserial and Arduino DUE,"ty of issues.I have a chipkit max32, that is powered by a pic32 chip using Mpide 23. Is this th",0,0,1,0,0,,
ROSA887,https://answers.ros.org/question/73195/navigation-oscilation-on-local-planner/,ROSAnswers,Navigation: oscilation on local planner,"ulations, that would go away when using more powerful machines, without changing any parameters",0,0,3,0,0,,
ROSA888,https://answers.ros.org/question/75433/how-to-use-ethzasl_icp_mapping-with-velodyne/,ROSAnswers,how to use ethzasl_icp_mapping with velodyne?,"adcore i7. I guess for higher speeds, a more powerful pc is required.I am using groovy  and vel",0,0,1,0,0,,
ROSA889,https://answers.ros.org/question/72838/problem-with-connecting-to-husky-via-usb-port/,ROSAnswers,Problem with connecting to Husky via USB port,. The communication indicator on Husky turns green but the connection goes on and offI don't ha,0,0,0,0,1,,
ROSA890,https://answers.ros.org/question/74578/pi_face_tracker-problem/,ROSAnswers,pi_face_tracker problem,"
i get an image from my web cam but it just 'green' noise.
so my camera is not uvc?It sounds li",0,0,0,0,1,,
ROSA891,https://answers.ros.org/question/62893/turtlebot-bringup-error-robot-not-connected/,ROSAnswers,"TurtleBot bringup error - ""Robot not connected""",gle: 58.26]. Please check that the Create is powered on and that the connector is plugged into,10,0,2,0,0,,
ROSA892,https://answers.ros.org/question/75184/ros-determines-the-size-of-an-array-itself-really/,ROSAnswers,ROS determines the size of an array itself? Really,e. If this is true than it means that ROS is powerful enough to know the size of any array itse,0,0,1,0,0,,
ROSA893,https://answers.ros.org/question/64148/ros-installation-on-ubuntu-taking-too-long/,ROSAnswers,ROS installation on Ubuntu taking too long,ests you have issues or hardware that is not powerful enough. What hardware are you running? It,0,0,1,0,0,,
ROSA894,https://answers.ros.org/question/78771/how-to-draw-a-personalized-path-line-in-rviz-for-example-30cm-wide/,ROSAnswers,How to draw a personalized path line in rviz (for example 30cm wide) [closed],ol below the answer's votes counter. It gets green.,0,0,0,0,1,,
ROSA895,https://answers.ros.org/question/57611/moveit-rviz-plugin-no-interactive-markers-visibleavailable/,ROSAnswers,MoveIt! Rviz Plugin - No interactive markers visible/available,(visible in rqt_graph) and libary is loaded(green OMPL)xml.parsers.expat.ExpatError: unbound p,0,0,0,0,1,,
ROSA896,https://answers.ros.org/question/87631/how-to-retrieve-data-from-kinect-using-rviz/,ROSAnswers,How to retrieve data from Kinect using rviz,ch I am assuming confirms that it is getting power from turtlebot 2 Kobuki base.All sensors are,1,0,5,0,1,,
ROSA897,https://answers.ros.org/question/94791/nav-stack-missing-from-ubuntuarm-install/,ROSAnswers,nav stack missing from UbuntuARM install,"for groovy.
However, good news, they are all green for hydro.
So I am moving to Ubuntu 13.04 an",0,0,0,0,1,,
ROSA898,https://answers.ros.org/question/92971/primitive-object-recognition-hydro/,ROSAnswers,primitive object recognition (Hydro),",
HendrikROS Hydromedusa  OpenCV is a really powerful computer vision library () and has a whol",0,0,1,0,0,,
ROSA899,https://answers.ros.org/question/81866/optimize-control-loop/,ROSAnswers,Optimize control loop?,re are some advices about lack of processing power on some advices may be useful for you,0,0,1,0,0,,
ROSA900,https://answers.ros.org/question/81566/real-pr2-plug-and-unplug-procedure/,ROSAnswers,Real PR2 plug and unplug procedure," can cause arcing, which can deteriorate the power inlet on the PR2.It should be noted that tha",0,0,2,0,0,,
ROSA901,https://answers.ros.org/question/108551/using-subscribercallback-function-inside-of-a-class-c/,ROSAnswers,Using subscriber/callback function inside of a class C++,"gotten, the second option is to use , a very powerful tool to bind arguments to arbitrary funct",0,0,1,0,0,,
ROSA902,https://answers.ros.org/question/55626/gmapping-with-user-defined-laser-scan-and-position-data/,ROSAnswers,gmapping with user defined laser scan and position data,":)Otherwise, if you just want to use the cpu-power of a different computer to process the laser",0,0,1,0,0,,
ROSA903,https://answers.ros.org/question/105571/kinect-or-asus-for-a-movement-base/,ROSAnswers,Kinect or Asus for a movement base,f differences between the two: Asus have USB power supply and better RGM image and Kinect are m,0,0,4,0,0,,
ROSA904,https://answers.ros.org/question/40934/ls-cannot-access-devttyacm0-no-such-file-or-directory/,ROSAnswers,ls: cannot access /dev/ttyACM0: No such file or directory,!!  There is no device. Is it plugged in and powered up properly?The device might also be any l,0,0,1,0,0,,
ROSA905,https://answers.ros.org/question/62281/real-time-control-of-the-platform-without-encoders/,ROSAnswers,Real time control of the platform without encoders,"other approach.
As microcontrollers get more powerful and are increasingly easier to integrate ",0,0,1,0,0,,
ROSA906,https://answers.ros.org/question/119376/upload-packages-to-respositories/,ROSAnswers,Upload packages to respositories,"ss? Thank you very much!    ROS has nice and powerful releasing envionment.""Releasing"" your pac",0,0,1,0,0,,
ROSA907,https://answers.ros.org/question/114241/kinect-udoo-quad/,ROSAnswers,Kinect + Udoo Quad?,ost of the ARM boards I've seen aren't quite powerful enough to handle the bandwidth of the Kin,0,0,1,0,0,,
ROSA908,https://answers.ros.org/question/54761/raspberry-pi-and-turtlebot/,ROSAnswers,Raspberry Pi and Turtlebot,Kinect image processing?  I think the Pi is powerful enough for the former but not for the lat,0,0,2,0,0,,
ROSA909,https://answers.ros.org/question/55151/turtlebot-netbook-battery-error/,ROSAnswers,Turtlebot Netbook Battery Error,everal different files located in /sys/class/power_supply/BAT0.So I'm wondering if there is an,17,3,6,0,0,,
ROSA910,https://answers.ros.org/question/45950/single-board-pc-for-ros/,ROSAnswers,Single board PC for ROS,"h least a 1.0Ghz modern CPU + 2GB of RAM. If power consumption is not a concern, I would recomm",0,0,2,0,0,,
ROSA911,https://answers.ros.org/question/115581/my-kinetic-camera-stop-working-no-device-detected/,ROSAnswers,My kinetic camera stop working (no device detected),e Kinect plugged in?Yes...its plugged in has green LED is on. I issue lsusb and use the port th,0,0,0,0,1,,
ROSA912,https://answers.ros.org/question/125851/run-laserscanner-in-android/,ROSAnswers,Run laserscanner in Android,think a smartphone USB will be way too less power for a UTM-30LX. It's definitely too much for,0,0,1,0,0,,
ROSA913,https://answers.ros.org/question/127171/ekf-dosent-work-perfectly/,ROSAnswers,EKF dosen't work perfectly,stimating model parameters from output data (battery time until full while charging).,1,0,0,0,0,,
ROSA914,https://answers.ros.org/question/134906/slam-map-inconsistent/,ROSAnswers,slam map inconsistent,"he map also depend to the soft moves and the power of your CPU. <launch>
 <node pkg=""hector_map",0,0,1,0,0,,
ROSA915,https://answers.ros.org/question/131671/kinect-for-windows-install-ubuntu-1304-whydro/,ROSAnswers,Kinect for Windows Install Ubuntu 13.04 w/Hydro,so you need to use an adapter which supplies power to the Kinect and also enables the USB (e.g.,0,0,1,0,0,,
ROSA916,https://answers.ros.org/question/138736/urdf-alternative-of-sdf-revolute2-joint-type/,ROSAnswers,URDF alternative of SDF revolute2 joint type,"model built in SDF. The real robot has two unpowered omniwheels. In the SDF model, these omniwh",0,0,3,0,0,,
ROSA917,https://answers.ros.org/question/12260/terminate-launch-other-node-from-code/,ROSAnswers,terminate & launch other node from code,"On our robot, we have ROS set to autoboot on power-up. At this point, it boots into a ""minimal""",0,0,1,0,0,,
ROSA918,https://answers.ros.org/question/144566/understanding-velodyne_pointcloud-package/,ROSAnswers,understanding velodyne_pointcloud package [closed],"this question was answered, please click the green check-mark.After using velodyne_pointcloud,i",0,0,0,0,1,,
ROSA919,https://answers.ros.org/question/146926/beaglebone-and-turtlebot/,ROSAnswers,beaglebone and turtlebot,other small ARM boards don't have enough CPU power or USB bandwidth to handle the full-resoluti,0,0,1,0,0,,
ROSA920,https://answers.ros.org/question/161321/turtlebot_bringupwarncreate-robot-not-connected-yet-sci-not-available/,ROSAnswers,"Turtlebot_bringup[WARN]Create : robot not connected yet, sci not available","es/type
> * /diagnostic_aggregator/analyzers/power/path
> * /diagnostic_aggregator/analyzers/po",5,0,4,0,0,,
ROSA921,https://answers.ros.org/question/9868/how-to-mount-a-kinect-with-my-laptop-without-any-ac-adapter/,ROSAnswers,How to mount a Kinect with my laptop without any AC Adapter [closed],"iably down to 8V, 
This could alow regulated power from a 12v battery, 
Haven't tried it myself",16,2,11,0,0,,
ROSA922,https://answers.ros.org/question/155211/detect-object-with-color/,ROSAnswers,detect object with color,"_vosch `rospack find vosch`/data/sample_cone_green.pcd
 I got the Error that Couldn't find exec",0,0,0,0,1,,
ROSA923,https://answers.ros.org/question/163381/how-do-i-build-a-package-as-a-library-in-catkin/,ROSAnswers,How do I build a package as a library in catkin?,"is answer works for you, please click on the green check mark, so others will know this questio",0,0,0,0,1,,
ROSA924,https://answers.ros.org/question/172597/segway-driver/,ROSAnswers,Segway Driver,"nect to the segway, try passing it through a powered USB hub or rethinking your power system to",0,0,2,0,0,,
